Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
181.98371167389251,3749.1951542514403,4.853940757592469,3567.089490987708,1531.5079415292587,2035.5815494584629,170,15,45
