hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
0, 900.00000, 459.527, 11.8796, 483.26, 10.4598, 471.753, 12.0189
0, 1800.00000, 482.816, 12.8035, 507.453, 11.4557, 505, 13.2316
0, 2700.00000, 487.553, 13.0754, 496.569, 11.4015, 502.599, 13.2064
1, 0.00000, 478.124, 12.9016, 482.523, 11.1136, 485.534, 12.8552
1, 900.00000, 440.587, 13.2451, 445.065, 11.7413, 430.365, 14.2232
1, 1800.00000, 443.756, 12.9984, 450.366, 11.5033, 419.329, 13.6282
1, 2700.00000, 447.155, 12.7143, 455, 11.1433, 427.064, 13.3626
2, 0.00000, 449.45, 12.1224, 470.829, 11.1179, 439.024, 13.126
2, 900.00000, 454.451, 11.7316, 483.413, 10.4892, 438.531, 12.5834
2, 1800.00000, 472.193, 11.5914, 496.113, 10.1721, 457.628, 12.3208
2, 2700.00000, 495.348, 11.6451, 524.702, 10.5098, 488.906, 12.5707
3, 0.00000, 519.412, 11.5023, 544.998, 10.4195, 506.369, 12.228
3, 900.00000, 538.516, 11.372, 553.794, 10.127, 521.978, 11.9805
3, 1800.00000, 551.048, 11.2682, 579.762, 10.405, 547.621, 12.2296
3, 2700.00000, 573.357, 11.0196, 605.75, 10.2597, 566.252, 11.8504
4, 0.00000, 594.345, 10.6387, 626.9, 9.87063, 587.956, 11.371
4, 900.00000, 626.655, 10.5761, 661.49, 9.9299, 620.541, 11.2177
4, 1800.00000, 663.621, 10.8092, 694.565, 9.95703, 650.657, 11.2028
4, 2700.00000, 696.306, 10.8083, 725.092, 9.76127, 690.935, 11.0873
5, 0.00000, 714.678, 10.5994, 747.805, 9.78295, 705.163, 11.1688
5, 900.00000, 773.797, 10.8887, 793.651, 10.0645, 754.935, 11.1987
5, 1800.00000, 796.536, 10.6125, 807.266, 9.62167, 777.426, 10.9217
5, 2700.00000, 843.996, 10.4846, 847.855, 9.72249, 812.741, 10.7958
6, 0.00000, 895.481, 10.8065, 898.982, 9.99943, 866.704, 11.1056
6, 900.00000, 950.083, 11.2546, 961.681, 10.3721, 925.517, 11.5829
6, 1800.00000, 979.194, 11.4365, 994.136, 10.643, 953.791, 11.904
6, 2700.00000, 1011.82, 11.6553, 1015.49, 10.6938, 989.641, 12.157
7, 0.00000, 1031.54, 11.6216, 1033.4, 10.5626, 1003.1, 12.01
7, 900.00000, 1042.24, 11.9576, 1046.35, 11.0236, 1014.34, 12.2945
7, 1800.00000, 1011.79, 11.7841, 1018.77, 10.8907, 983.186, 12.0698
7, 2700.00000, 1009.45, 12.1208, 1021.69, 11.1985, 990.772, 12.3596
8, 0.00000, 988.813, 12.3563, 1002.59, 11.3627, 961.751, 12.5638
8, 900.00000, 961.005, 12.5929, 991.976, 11.6925, 943.507, 12.819
8, 1800.00000, 944.933, 12.7813, 983.175, 11.8548, 951.489, 12.9917
8, 2700.00000, 916.142, 13.0997, 947.862, 12.2461, 931.959, 13.332
9, 0.00000, 886.819, 13.0208, 914.112, 12.2451, 889.673, 13.2489
9, 900.00000, 884.25, 13.7186, 900.438, 13.1715, 863.256, 14.1034
9, 1800.00000, 881.793, 13.9727, 881.929, 13.3255, 847.8, 14.199
9, 2700.00000, 850.104, 13.7835, 843.532, 13.058, 803.56, 13.8267
10, 0.00000, 844.261, 13.9634, 830.264, 13.1808, 794.684, 14.0273
10, 900.00000, 906.515, 13.5157, 896.05, 12.7241, 886.534, 13.2559
10, 1800.00000, 916.509, 13.5885, 902.664, 12.7225, 898.848, 13.2433
10, 2700.00000, 893.067, 13.7384, 875.979, 12.9757, 871.368, 13.5893
11, 0.00000, 892.427, 14.1574, 862.655, 13.201, 872.08, 14.0761
11, 900.00000, 890.574, 13.9476, 856.789, 13.2309, 869.024, 13.9313
11, 1800.00000, 882.612, 13.9084, 867.011, 13.3946, 868.324, 13.9534
11, 2700.00000, 839.006, 13.7755, 823.551, 12.9835, 827.135, 13.7625
12, 0.00000, 849.255, 13.9169, 824.38, 13.1256, 828.728, 13.8977
12, 900.00000, 845.025, 13.8382, 837.448, 13.2575, 813.592, 13.8011
12, 1800.00000, 835, 13.6542, 827.761, 13.1627, 803.713, 13.6566
12, 2700.00000, 821.104, 13.5304, 808.442, 13.0753, 786.861, 13.489
13, 0.00000, 814.526, 13.6193, 799.834, 13.0398, 780.191, 13.5929
13, 900.00000, 800.761, 13.6606, 777.084, 12.7096, 764.086, 13.5664
13, 1800.00000, 809.528, 13.9751, 775.702, 13.0088, 763.869, 13.8915
13, 2700.00000, 777.653, 13.9127, 756.997, 13.1902, 740.466, 13.97
14, 0.00000, 760.491, 14.0518, 753.179, 13.4131, 730.553, 14.1229
14, 900.00000, 725.724, 13.562, 717.886, 12.8141, 693.831, 13.5571
14, 1800.00000, 718.512, 13.6126, 704.499, 12.741, 692.579, 13.4693
14, 2700.00000, 724.184, 13.9504, 712.809, 13.116, 707.014, 13.9631
15, 0.00000, 718.735, 14.1668, 716.787, 13.3826, 707.08, 14.2795
15, 900.00000, 734.388, 13.7893, 717.74, 12.918, 711.053, 13.9409
15, 1800.00000, 738.576, 13.9796, 743.152, 13.0807, 706.596, 14.0123
15, 2700.00000, 753.251, 14.2336, 761.617, 13.3126, 735.205, 14.5949
16, 0.00000, 765.951, 14.4423, 767.656, 13.5471, 763.114, 14.8554
16, 900.00000, 793.154, 14.8372, 763.549, 13.8343, 782.771, 15.0389
16, 1800.00000, 793.036, 14.5836, 766.827, 13.6513, 795.635, 14.7892
16, 2700.00000, 811.599, 14.3139, 784.721, 13.3409, 804.057, 14.5503
17, 0.00000, 826.048, 14.3995, 804.969, 13.4637, 800.946, 14.458
17, 900.00000, 865.948, 14.1547, 838.857, 13.1787, 838.669, 14.2214
17, 1800.00000, 893.984, 14.11, 858.604, 13.2156, 882.086, 14.4504
17, 2700.00000, 930.269, 14.1512, 879.483, 13.2284, 903.217, 14.4824
18, 0.00000, 925.981, 14.0825, 893.008, 13.2316, 904.439, 14.3429
18, 900.00000, 954.435, 13.6868, 930.52, 12.8313, 941.317, 13.9274
18, 1800.00000, 931.142, 13.4894, 911.214, 12.6831, 922.232, 13.9633
18, 2700.00000, 957.302, 13.8743, 930.869, 12.8756, 947.07, 14.2773
19, 0.00000, 994.867, 13.9961, 958.639, 13.0178, 978.189, 14.2849
19, 900.00000, 1010.09, 13.5693, 976.036, 12.601, 1003.51, 13.7596
19, 1800.00000, 1005.89, 13.4817, 981.137, 12.6899, 998.333, 13.7159
19, 2700.00000, 1016.05, 13.5793, 1000.95, 12.7891, 1009.1, 13.7785
20, 0.00000, 1005.78, 13.5416, 986.598, 12.5771, 999.217, 13.7363
20, 900.00000, 973.657, 13.2311, 964.341, 12.1793, 968.482, 13.4851
20, 1800.00000, 984.462, 13.181, 986.058, 12.2437, 993.176, 13.4115
20, 2700.00000, 985.727, 13.4466, 991.32, 12.3655, 1004.3, 13.702
21, 0.00000, 978.326, 13.631, 975.677, 12.4351, 989.689, 13.832
21, 900.00000, 929.756, 13.5093, 918.747, 12.554, 927.563, 13.848
21, 1800.00000, 964.814, 14.4494, 936.626, 13.5033, 993.412, 15.352
21, 2700.00000, 883.145, 13.8964, 855.076, 12.9554, 884.245, 14.4653
22, 0.00000, 815.105, 13.8204, 798.277, 12.94, 815.966, 14.3569
22, 900.00000, 699.807, 13.206, 701.691, 12.4053, 690.85, 13.4568
22, 1800.00000, 700.432, 14.1912, 702.041, 13.1492, 704.838, 14.6646
22, 2700.00000, 646.347, 14.0226, 652.731, 12.6987, 632.987, 14.0196
23, 0.00000, 620.995, 14.0597, 636.158, 12.8315, 615.943, 14.1778
23, 900.00000, 563.546, 13.7101, 572.235, 12.3496, 569.466, 14.1348
23, 1800.00000, 568.529, 13.7794, 556.452, 12.1096, 554.185, 13.6538
23, 2700.00000, 563.289, 13.7525, 543.395, 12.0104, 552.903, 13.4994
24, 0.00000, 544.533, 13.4604, 539.993, 11.925, 551.067, 13.5964
24, 900.00000, 529.149, 13.677, 531.908, 12.2246, 541.31, 14.0464
24, 1800.00000, 538.826, 13.9566, 537.329, 12.4129, 543.745, 14.1871
24, 2700.00000, 518.481, 13.3582, 524.307, 11.7721, 518.747, 13.4767
25, 0.00000, 511.034, 12.9098, 517.639, 11.2673, 507.926, 12.9096
25, 900.00000, 477.594, 13.6004, 489.297, 12.2449, 455.116, 14.5943
25, 1800.00000, 486.743, 13.3036, 503.965, 12.0792, 463.987, 14.3562
25, 2700.00000, 486.375, 12.546, 487.794, 10.7735, 453.089, 13.1551
26, 0.00000, 491.129, 11.908, 505.924, 10.7774, 469.723, 12.8822
26, 900.00000, 495.849, 11.4002, 530.377, 10.3846, 484.537, 12.5907
26, 1800.00000, 507.156, 10.859, 541.374, 9.76835, 491.932, 11.6423
26, 2700.00000, 539.779, 11.1385, 577.351, 10.2046, 535.399, 12.1368
27, 0.00000, 569.193, 11.3357, 605.992, 10.4152, 567.745, 12.3257
27, 900.00000, 575.551, 10.7729, 609.159, 9.92556, 567.427, 11.5524
27, 1800.00000, 601.184, 10.8169, 636.051, 10.0589, 596.181, 11.7295
27, 2700.00000, 635.828, 10.9294, 677.54, 10.3393, 636.554, 11.9096
28, 0.00000, 649.029, 10.2624, 689.72, 9.6764, 639.78, 11.0206
28, 900.00000, 695.171, 10.5393, 735.968, 9.96682, 687.449, 11.3171
28, 1800.00000, 720.489, 10.4905, 766.966, 9.97647, 722.772, 11.1839
28, 2700.00000, 733.424, 10.0344, 774.904, 9.45771, 726.88, 10.7614
29, 0.00000, 751.883, 10.1007, 797.622, 9.46957, 741.003, 10.6961
29, 900.00000, 801.161, 10.1636, 831.743, 9.66036, 783.976, 10.7769
29, 1800.00000, 845.914, 10.3821, 869.511, 9.55835, 818.189, 10.8843
29, 2700.00000, 883.337, 10.4443, 904.053, 9.6411, 848.774, 10.8821
30, 0.00000, 903.942, 10.1475, 928.158, 9.5434, 878.446, 10.6639
30, 900.00000, 950.951, 10.2131, 984.544, 9.67129, 913.456, 10.6258
30, 1800.00000, 1002, 10.8493, 1030.27, 10.1876, 972.476, 11.3535
30, 2700.00000, 1053.27, 11.0885, 1083.02, 10.5162, 1020.9, 11.7801
31, 0.00000, 1056.64, 10.9707, 1092.22, 10.5767, 1019.12, 11.6411
31, 900.00000, 1069.43, 11.7529, 1095.85, 11.1191, 1033.63, 12.2393
31, 1800.00000, 1082.59, 11.849, 1097.03, 11.0606, 1055.6, 12.2276
31, 2700.00000, 1068.14, 11.8896, 1080.33, 11.1661, 1035, 12.1587
32, 0.00000, 1024.05, 11.8081, 1039.83, 11.0693, 1000.19, 12.1311
32, 900.00000, 1008.48, 12.5795, 1050.7, 11.7459, 996.066, 12.9154
32, 1800.00000, 986.099, 13.0418, 1037.12, 12.1877, 976.415, 13.459
32, 2700.00000, 972.042, 13.5123, 1001.15, 12.5538, 950.501, 13.7533
33, 0.00000, 948.294, 13.5618, 957.005, 12.639, 934.732, 13.7531
33, 900.00000, 917.988, 13.7119, 931.419, 12.7529, 911.87, 13.8718
33, 1800.00000, 900.862, 13.8408, 905.939, 12.9055, 886.518, 13.746
33, 2700.00000, 891.958, 13.9485, 887.056, 13.1525, 856.992, 14.1659
34, 0.00000, 875.606, 14.0164, 870.728, 13.1957, 847.893, 14.3782
34, 900.00000, 942.67, 13.8948, 921.528, 12.9193, 935.968, 13.7411
34, 1800.00000, 966.546, 13.8069, 937.463, 12.6811, 967.785, 13.3681
34, 2700.00000, 943.601, 13.7479, 930.948, 12.8863, 940.176, 13.4148
35, 0.00000, 902.24, 13.4159, 903.901, 12.6001, 901.739, 13.2712
35, 900.00000, 889.888, 13.4182, 898.386, 12.693, 883.526, 13.2701
35, 1800.00000, 875.056, 13.7104, 886.514, 13.2072, 851.513, 13.5576
35, 2700.00000, 857.106, 13.6345, 848.581, 13.2032, 850.575, 13.7906
36, 0.00000, 841.684, 13.9045, 828.709, 13.2993, 844.167, 13.9745
36, 900.00000, 818.83, 14.4049, 825.63, 13.7339, 837.519, 14.6021
36, 1800.00000, 795.193, 14.3832, 799.242, 13.6383, 815.853, 14.5916
36, 2700.00000, 773.124, 14.4896, 762.784, 13.696, 772.226, 14.8261
37, 0.00000, 777.001, 14.5865, 761.944, 13.921, 767.162, 15.0274
37, 900.00000, 766.733, 14.5034, 740.559, 13.7962, 743.244, 14.6983
37, 1800.00000, 769.719, 14.6648, 733.916, 13.8923, 740.404, 14.7087
37, 2700.00000, 748.069, 14.5083, 721.854, 13.6241, 710.726, 14.7534
38, 0.00000, 722.592, 14.5343, 708.995, 13.6615, 695.471, 14.8421
38, 900.00000, 679.582, 14.0593, 669.96, 13.1808, 662.918, 14.3412
38, 1800.00000, 664.685, 14.1115, 648.794, 13.0528, 647.267, 14.2943
38, 2700.00000, 653.627, 14.1709, 637.767, 13.243, 648.269, 14.6778
39, 0.00000, 654.065, 14.3598, 640.029, 13.4857, 653.084, 14.8257
39, 900.00000, 687.85, 14.4515, 650.722, 13.4949, 677.077, 14.8465
39, 1800.00000, 686.094, 14.345, 646.846, 13.6358, 665.747, 14.7297
39, 2700.00000, 679.44, 14.1845, 645.281, 13.6163, 674.293, 14.7606
40, 0.00000, 686.838, 13.9064, 642.191, 13.1813, 687.841, 14.3453
40, 900.00000, 685.948, 13.8157, 644.254, 13.0622, 687.317, 14.2083
40, 1800.00000, 711.806, 14.4473, 671.784, 13.65, 707.003, 14.9067
40, 2700.00000, 754.106, 14.2562, 698.007, 13.6178, 720.344, 14.8383
41, 0.00000, 743.836, 14.2548, 695.368, 13.4407, 716.405, 14.8009
41, 900.00000, 783.677, 13.9132, 724.052, 13.128, 755.434, 14.4694
41, 1800.00000, 823.159, 14.194, 762.056, 13.4422, 800.192, 14.7496
41, 2700.00000, 843.536, 14.015, 808.778, 13.5604, 826.177, 14.5352
42, 0.00000, 853.034, 13.9648, 824.307, 13.4427, 842.011, 14.475
42, 900.00000, 882.215, 13.8455, 839.6, 12.9427, 862.31, 14.2165
42, 1800.00000, 899.824, 14.0073, 853.557, 12.9376, 880.685, 14.3564
42, 2700.00000, 889.938, 13.6163, 833.024, 12.6911, 877.521, 14.0183
43, 0.00000, 882.67, 13.1597, 839.393, 12.4512, 885.389, 13.4637
43, 900.00000, 881.395, 13.1818, 854.421, 12.5316, 879.75, 13.3058
43, 1800.00000, 887.058, 13.198, 868.898, 12.5435, 885.507, 13.3546
43, 2700.00000, 897.864, 13.2341, 877.828, 12.3483, 894.908, 13.2663
44, 0.00000, 871.939, 13.108, 865.502, 12.1997, 877.976, 13.2188
44, 900.00000, 834.458, 12.9436, 817.436, 11.8495, 821.797, 13.2722
44, 1800.00000, 847.617, 12.9179, 831.473, 11.7536, 828.817, 13.2329
44, 2700.00000, 842.196, 12.7241, 815.718, 11.7033, 826.29, 13.0339
45, 0.00000, 831.329, 12.9531, 796.97, 11.8726, 813.778, 13.2808
45, 900.00000, 786.144, 13.0157, 752.409, 11.9526, 754.003, 13.2443
45, 1800.00000, 772.052, 13.2907, 745.948, 12.3211, 758.289, 13.7235
45, 2700.00000, 729.598, 13.3426, 704.526, 12.3581, 726.546, 14.0296
46, 0.00000, 726.456, 13.4979, 686.501, 12.2286, 711.201, 14.0888
46, 900.00000, 653.523, 13.1911, 623.833, 11.93, 642.265, 13.8517
46, 1800.00000, 617.004, 13.1656, 598.345, 11.9219, 616.607, 13.9003
46, 2700.00000, 570.108, 13.4301, 581.138, 12.3502, 584.443, 14.1428
47, 0.00000, 556.267, 13.6387, 565.448, 12.4973, 560.181, 14.1944
47, 900.00000, 513.429, 13.6424, 502.978, 12.1318, 501.533, 14.2295
47, 1800.00000, 492.952, 13.2667, 490.523, 11.7472, 489.686, 13.9003
47, 2700.00000, 495.153, 13.8453, 487.571, 11.9756, 496.988, 14.2317
48, 0.00000, 510.567, 14.1699, 499.434, 12.3552, 503.494, 14.3421
48, 900.00000, 488.206, 13.5494, 481.04, 11.7034, 488.903, 13.7996
48, 1800.00000, 482.73, 13.2874, 473.034, 11.3111, 484.905, 13.5801
48, 2700.00000, 484.642, 13.2471, 470.21, 11.1539, 483.984, 13.4696
49, 0.00000, 483.539, 13.0293, 472.785, 11.0989, 484.027, 13.2986
49, 900.00000, 460.477, 13.8987, 451.097, 12.2254, 433.925, 14.8397
49, 1800.00000, 458.192, 13.7171, 445.183, 11.7925, 433.118, 14.7129
49, 2700.00000, 458.319, 13.0097, 450.798, 11.2969, 437.841, 14.1357
50, 0.00000, 486.052, 13.22, 483.977, 11.7568, 460.204, 14.1298
50, 900.00000, 490.43, 12.846, 499.77, 11.209, 464.295, 13.7419
50, 1800.00000, 491.92, 12.1055, 505.243, 10.5685, 472.307, 13.0862
50, 2700.00000, 500.103, 11.7296, 519.258, 10.4154, 483.718, 12.6702
51, 0.00000, 523.898, 11.8534, 544.22, 10.5928, 497.534, 12.3193
51, 900.00000, 521.658, 10.9464, 554.58, 10.2927, 502.125, 11.6582
51, 1800.00000, 549.112, 11.1141, 570.919, 10.124, 526.928, 11.7576
51, 2700.00000, 570.762, 10.9243, 595.264, 9.96299, 551.223, 11.56
52, 0.00000, 589.125, 10.4055, 619.956, 9.63383, 576.03, 11.2481
52, 900.00000, 627.967, 10.6435, 660.732, 9.98336, 614.923, 11.475
52, 1800.00000, 654.28, 10.7033, 682.978, 9.92278, 637.473, 11.3974
52, 2700.00000, 662.453, 10.2923, 696.054, 9.58258, 650.892, 11.1282
53, 0.00000, 706.101, 10.9582, 742.443, 10.2613, 698.862, 11.8765
53, 900.00000, 738.612, 10.672, 761.641, 10.1719, 723.336, 11.5057
53, 1800.00000, 752.328, 10.3054, 768.256, 9.74358, 735.055, 11.1802
53, 2700.00000, 812.233, 10.8461, 819.364, 10.2113, 794.38, 11.7028
54, 0.00000, 850.656, 11.052, 856.668, 10.5156, 820.155, 11.7007
54, 900.00000, 897.665, 11.2356, 911.15, 10.8025, 868.428, 11.9999
54, 1800.00000, 936.539, 11.5714, 943.365, 11.0754, 903.341, 12.3376
54, 2700.00000, 943.737, 11.6375, 971.866, 11.2219, 914.151, 12.4379
55, 0.00000, 943.451, 11.7719, 973.827, 11.3058, 912.823, 12.5328
55, 900.00000, 950.502, 12.5149, 978.306, 11.8762, 915.104, 13.0493
55, 1800.00000, 947.556, 12.7869, 949.201, 11.8338, 911.666, 13.1322
55, 2700.00000, 953.766, 12.8155, 965.477, 11.8966, 937.426, 13.0138
56, 0.00000, 936.735, 12.6796, 948.989, 11.9033, 917.199, 13.0467
56, 900.00000, 958.915, 13.1137, 968.843, 12.3468, 936.499, 13.4525
56, 1800.00000, 921.981, 13.3584, 929.61, 12.3816, 887.473, 13.7786
56, 2700.00000, 897.656, 13.3801, 876.846, 12.5302, 850.997, 13.8656
57, 0.00000, 888.845, 13.5253, 866.138, 12.7879, 847.009, 14.0995
57, 900.00000, 909.976, 14.2453, 902.847, 13.6828, 885.047, 15.2604
57, 1800.00000, 894.516, 13.9862, 883.156, 13.4754, 859.605, 14.5422
57, 2700.00000, 871.788, 14.1634, 870.409, 13.6028, 840.64, 14.5752
58, 0.00000, 847.268, 14.0669, 835.661, 13.4163, 822.02, 14.4629
58, 900.00000, 860.352, 13.4402, 855.324, 12.6712, 855.57, 13.3761
58, 1800.00000, 858.769, 13.3587, 840.98, 12.5047, 853.774, 13.306
58, 2700.00000, 843.974, 13.7368, 831.422, 12.8923, 831.867, 13.7787
59, 0.00000, 818.066, 13.6607, 807.355, 12.9037, 793.006, 13.6387
59, 900.00000, 807.545, 13.5134, 777.457, 12.7924, 776.804, 13.5596
59, 1800.00000, 795.528, 13.5176, 777.452, 12.7746, 776.801, 13.6345
59, 2700.00000, 781.479, 13.6334, 777.782, 13.0099, 769.956, 13.8863
60, 0.00000, 773.533, 14.0373, 771.866, 13.2611, 760.662, 14.1856
60, 900.00000, 773.445, 14.2216, 781.736, 13.4134, 764.948, 14.5093
60, 1800.00000, 764.292, 13.9119, 780.422, 13.2337, 757.376, 14.2911
60, 2700.00000, 757.794, 13.8058, 769.277, 13.0722, 756.724, 14.0793
61, 0.00000, 775.87, 14.3874, 761.891, 13.3916, 754.813, 14.5642
61, 900.00000, 759.698, 14.0045, 753.273, 13.2103, 746.419, 14.3056
61, 1800.00000, 756.508, 14.0373, 746.023, 13.248, 735.406, 14.2155
61, 2700.00000, 753.29, 14.153, 739.798, 13.2238, 721.61, 14.2684
62, 0.00000, 747.667, 14.0469, 732.608, 12.896, 716.097, 14.2076
62, 900.00000, 729.996, 13.568, 724.153, 12.5363, 705.87, 13.8036
62, 1800.00000, 750.302, 13.7074, 729.881, 12.6528, 720.487, 13.8951
62, 2700.00000, 754.653, 13.6339, 727.998, 12.5836, 726.374, 13.7313
63, 0.00000, 770.044, 13.7647, 751.534, 12.8114, 737.508, 13.5572
63, 900.00000, 790.522, 13.673, 756.088, 12.702, 757.944, 13.6017
63, 1800.00000, 794.384, 13.5543, 752.717, 12.485, 766.306, 13.6836
63, 2700.00000, 810.497, 13.5485, 764.845, 12.5371, 769.961, 13.7195
64, 0.00000, 806.4, 13.924, 773.384, 12.9497, 781.668, 14.301
64, 900.00000, 829.668, 14.1914, 794.921, 13.0636, 811.806, 14.4987
64, 1800.00000, 824.137, 14.5004, 797.002, 13.143, 809.916, 14.6895
64, 2700.00000, 845.059, 14.4471, 835.271, 13.5311, 838.139, 14.8232
65, 0.00000, 859.48, 14.2498, 837.954, 13.1052, 850.306, 14.4669
65, 900.00000, 890.643, 13.7334, 851.131, 12.6523, 881.925, 14.0228
65, 1800.00000, 900.849, 13.4003, 843.996, 12.4667, 877.524, 13.717
65, 2700.00000, 899.273, 13.0911, 854.607, 12.4024, 871.962, 13.5183
66, 0.00000, 910.085, 13.1647, 857.77, 12.2366, 882.688, 13.3187
66, 900.00000, 957.809, 13.5692, 916.926, 12.4831, 945.224, 13.556
66, 1800.00000, 920.718, 13.6614, 890.609, 12.5727, 909.768, 13.6784
66, 2700.00000, 926.938, 13.4956, 882.957, 12.5484, 916.201, 13.8
67, 0.00000, 943.234, 13.5178, 905.239, 12.7271, 941.141, 14.0054
67, 900.00000, 913.534, 13.0558, 899.944, 12.5351, 916.318, 13.7485
67, 1800.00000, 903.02, 13.0104, 900.662, 12.6703, 899.463, 13.7643
67, 2700.00000, 899.474, 13.1533, 888.18, 12.5295, 888.204, 13.7065
68, 0.00000, 895.121, 13.2962, 879.734, 12.5, 887.765, 13.7698
68, 900.00000, 850.885, 13.0403, 848.117, 12.062, 843.288, 13.5448
68, 1800.00000, 854.242, 12.9761, 852.139, 12.115, 851.071, 13.407
68, 2700.00000, 870.423, 13.0137, 849.16, 11.9686, 850.422, 13.2827
69, 0.00000, 855.828, 13.0208, 838.027, 12.037, 848.856, 13.5256
69, 900.00000, 814.177, 13.2069, 785.259, 12.189, 784.8, 13.6791
69, 1800.00000, 782.042, 13.3503, 746.022, 12.2611, 750.332, 13.7733
69, 2700.00000, 716.469, 13.1786, 678.058, 11.8651, 703.146, 13.6055
70, 0.00000, 680.167, 13.4808, 645.584, 12.308, 664.041, 13.7976
70, 900.00000, 599.576, 13.2992, 588.266, 12.2662, 599.246, 13.919
70, 1800.00000, 555.24, 13.4181, 544.5, 12.1708, 561.911, 14.0565
70, 2700.00000, 555.369, 14.1275, 537.69, 12.7027, 558.742, 14.5383
71, 0.00000, 557.17, 14.2123, 556.269, 12.9118, 579.467, 14.6787
71, 900.00000, 507.593, 13.7715, 511.094, 12.5031, 529.03, 14.6563
71, 1800.00000, 492.169, 13.4383, 496.476, 12.0871, 507.154, 14.0997
71, 2700.00000, 466.908, 13.043, 473.047, 11.6754, 493.034, 13.8783
72, 0.00000, 459.153, 13.109, 466.29, 11.7794, 488.056, 13.8331
72, 900.00000, 434.983, 13.0892, 432.581, 11.6173, 431.811, 13.5845
72, 1800.00000, 427.142, 12.9016, 427.813, 11.4026, 426.199, 13.4314
72, 2700.00000, 420.498, 12.6138, 420.49, 11.0572, 418.602, 13.1275
73, 0.00000, 419.265, 12.3758, 416.512, 10.6936, 416.596, 12.8702
73, 900.00000, 388.851, 12.538, 385.797, 11.06, 372.493, 13.8078
73, 1800.00000, 400.546, 12.5295, 400.779, 11.1523, 378.668, 13.5834
73, 2700.00000, 423.927, 12.7118, 425.635, 11.5009, 404.759, 13.7445
74, 0.00000, 440.589, 12.6131, 439.661, 11.3162, 424.477, 13.6915
74, 900.00000, 434.885, 11.8477, 449.347, 10.6073, 417.758, 12.9234
74, 1800.00000, 439.645, 11.1921, 455.397, 10.0182, 419.036, 11.9926
74, 2700.00000, 466.1, 11.499, 478.245, 10.2408, 446.917, 12.2426
75, 0.00000, 491.469, 11.7618, 507.926, 10.7125, 468.447, 12.2981
75, 900.00000, 492.556, 11.0335, 504.649, 9.88633, 472.54, 11.6147
75, 1800.00000, 521.686, 11.0743, 532.12, 9.97631, 501.048, 11.7532
75, 2700.00000, 552.097, 10.9568, 567.169, 10.0071, 529.749, 11.5857
76, 0.00000, 577.251, 10.5015, 598.401, 9.72723, 554.723, 11.1457
76, 900.00000, 621.251, 10.5268, 639.052, 9.77521, 597.654, 11.1256
76, 1800.00000, 653.731, 10.4314, 679.062, 9.76333, 634.264, 10.9426
76, 2700.00000, 677.598, 10.4737, 707.596, 9.77324, 663.078, 10.9841
77, 0.00000, 714.425, 10.9244, 740.281, 10.0476, 698.455, 11.3951
77, 900.00000, 757.55, 11.0053, 761.301, 10.2315, 726.856, 11.2909
77, 1800.00000, 766.312, 10.683, 778.24, 10.1818, 739.504, 11.3039
77, 2700.00000, 793.456, 10.8016, 812.72, 10.3362, 758.755, 11.5536
78, 0.00000, 842.453, 10.7516, 878.003, 10.5553, 796.72, 11.4984
78, 900.00000, 888.622, 10.9058, 914.408, 10.5425, 830.97, 11.5187
78, 1800.00000, 900.899, 10.9863, 929.918, 10.6027, 856.801, 11.729
78, 2700.00000, 889.789, 11.2468, 920.77, 10.7807, 852.455, 11.8934
79, 0.00000, 897.77, 11.3704, 920.353, 10.9096, 888.492, 12.0004
79, 900.00000, 906.886, 11.8991, 933.988, 11.34, 909.454, 12.634
79, 1800.00000, 935.755, 12.3897, 961.461, 11.5659, 919.892, 12.8745
79, 2700.00000, 947.197, 12.8202, 971.799, 12.0457, 917.961, 13.2347
80, 0.00000, 957.286, 12.7258, 967.643, 11.9539, 928.587, 13.0832
80, 900.00000, 949.638, 13.1533, 981.145, 12.4493, 932.081, 13.4745
80, 1800.00000, 931.025, 13.0732, 962.514, 12.328, 912.46, 13.4286
80, 2700.00000, 929.319, 13.4626, 956.197, 12.7701, 912.546, 13.6261
81, 0.00000, 989.264, 13.6392, 962.522, 12.8063, 922.396, 13.8295
81, 900.00000, 992.487, 13.8119, 962.88, 13.2549, 921.508, 14.089
81, 1800.00000, 973.33, 13.8931, 950.46, 13.4976, 880.65, 14.3175
81, 2700.00000, 970.389, 13.777, 930.66, 13.3112, 881.523, 14.1214
82, 0.00000, 934.328, 14.136, 923.583, 13.3973, 892.557, 14.5099
82, 900.00000, 977.412, 13.8917, 982.249, 13.0356, 957.466, 13.7173
82, 1800.00000, 982.051, 13.792, 977.01, 12.8972, 958.046, 13.4504
82, 2700.00000, 975.522, 13.7273, 964.586, 12.9289, 950.979, 13.5468
83, 0.00000, 978.4, 13.8807, 961.873, 13.042, 949.961, 13.7464
83, 900.00000, 969.182, 13.6188, 928.095, 12.9531, 913.17, 13.4558
83, 1800.00000, 972.773, 13.9053, 931.423, 13.2454, 936.422, 13.9539
83, 2700.00000, 948.137, 13.7488, 909.141, 13.0331, 918.74, 13.748
84, 0.00000, 917.867, 13.3686, 873.812, 12.6067, 888.862, 13.2927
84, 900.00000, 885.519, 13.4034, 857.639, 12.63, 870.655, 13.4591
