hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
6410, 1800.00000, 278.274, 12.9037, 261.791, 11.7333, 270.715, 13.6899
6410, 2700.00000, 289.213, 12.9792, 273.573, 11.8549, 282.632, 13.7945
6411, 0.00000, 300.444, 13.2239, 283.644, 12.0987, 295.488, 14.1688
6411, 900.00000, 345.282, 13.9941, 328.527, 12.9516, 343.024, 14.8266
6411, 1800.00000, 354.004, 13.5043, 342.309, 12.6112, 356.823, 14.2812
6411, 2700.00000, 378.248, 13.9621, 365.693, 12.8266, 380.657, 14.8577
6412, 0.00000, 387.368, 13.4129, 384.563, 12.6564, 383.286, 14.1788
6412, 900.00000, 413.848, 13.248, 401.853, 12.3211, 412.067, 14.0929
6412, 1800.00000, 427.342, 13.3831, 415.141, 12.3929, 426.313, 14.373
6412, 2700.00000, 460.066, 13.5352, 451.546, 12.5235, 449.692, 14.2152
6413, 0.00000, 511.825, 13.9407, 518.813, 13.6314, 511.743, 14.8049
6413, 900.00000, 543.161, 13.7941, 563.413, 13.2496, 550.423, 14.2169
6413, 1800.00000, 566.324, 14.0777, 576.558, 13.3859, 571.302, 14.3421
6413, 2700.00000, 606.977, 14.5966, 579.901, 13.7044, 589.506, 14.6685
6414, 0.00000, 605.905, 14.3643, 574.924, 13.473, 579.383, 14.4633
6414, 900.00000, 635.656, 14.5457, 607.5, 13.9878, 615.667, 14.8437
6414, 1800.00000, 628.153, 14.9943, 616.612, 14.3247, 616.622, 15.2712
6414, 2700.00000, 611.922, 15.1369, 605.81, 14.3855, 604.746, 15.3998
6415, 0.00000, 615.319, 15.3101, 600.181, 14.6804, 603.748, 15.6077
6415, 900.00000, 625.974, 16.1219, 607.005, 15.6388, 616.292, 16.4209
6415, 1800.00000, 598.604, 15.487, 567.734, 14.7978, 573.281, 15.5678
6415, 2700.00000, 613.313, 15.5862, 574.28, 14.6913, 586.236, 15.7233
6416, 0.00000, 606.968, 15.4341, 575.194, 14.8294, 583.84, 15.6633
6416, 900.00000, 594.656, 15.188, 563.06, 14.6848, 565.627, 15.4342
6416, 1800.00000, 616.647, 15.3698, 571.744, 14.7286, 583.336, 15.6112
6416, 2700.00000, 620.211, 15.5012, 595.741, 14.996, 593.925, 15.7478
6417, 0.00000, 616.109, 15.492, 605.544, 14.7041, 603.517, 15.7171
6417, 900.00000, 634.452, 15.7782, 624.317, 14.8611, 631.692, 15.7829
6417, 1800.00000, 655.859, 15.5259, 637.324, 14.9526, 636.618, 15.3862
6417, 2700.00000, 662.952, 15.4342, 635.084, 15.0095, 631.573, 15.6723
6418, 0.00000, 656.386, 15.3135, 635.24, 14.602, 643.082, 15.3513
6418, 900.00000, 711.854, 15.3945, 675.937, 14.9405, 680.118, 15.2763
6418, 1800.00000, 728.371, 15.4823, 685.49, 15.0923, 699.811, 15.4678
6418, 2700.00000, 693.35, 15.6791, 665.585, 15.3756, 665.388, 15.9476
6419, 0.00000, 661.461, 15.8229, 660.07, 15.7122, 638.59, 15.9316
6419, 900.00000, 648.508, 15.8509, 644.304, 15.5537, 630.935, 15.9821
6419, 1800.00000, 659.256, 15.7118, 660.417, 15.2694, 632.37, 15.7665
6419, 2700.00000, 693.565, 15.8333, 710.535, 15.3708, 652.94, 15.9052
6420, 0.00000, 710.354, 16.1063, 728.946, 15.6309, 682.907, 16.4092
6420, 900.00000, 722.032, 16.0891, 729.178, 15.4067, 701.301, 16.4311
6420, 1800.00000, 738.392, 16.3197, 749.347, 15.5666, 725.268, 16.5597
6420, 2700.00000, 759.031, 16.34, 767.763, 15.5658, 731.156, 16.4379
6421, 0.00000, 776.331, 16.3395, 774.501, 15.6402, 743.789, 16.4446
6421, 900.00000, 792.78, 16.2842, 773.357, 15.6617, 764.554, 16.2897
6421, 1800.00000, 809.876, 16.2944, 801.889, 15.9223, 773.659, 16.4097
6421, 2700.00000, 827.887, 16.6851, 831.903, 16.3907, 799.124, 16.9058
6422, 0.00000, 842.544, 16.9363, 833.473, 16.4436, 831.287, 17.0687
6422, 900.00000, 881.121, 16.888, 845.047, 16.3756, 860.264, 16.9645
6422, 1800.00000, 915.304, 16.9978, 866.674, 16.3102, 887.883, 16.9473
6422, 2700.00000, 911.221, 17.1578, 887.081, 16.5632, 892.113, 17.1591
6423, 0.00000, 930.869, 17.4246, 916.533, 16.9008, 914.106, 17.5407
6423, 900.00000, 959.954, 17.6233, 950.032, 17.1148, 949.881, 17.8914
6423, 1800.00000, 948.637, 17.5975, 937.203, 17.087, 943.891, 17.9622
6423, 2700.00000, 917.542, 17.4463, 885.049, 16.7729, 898.469, 17.5707
6424, 0.00000, 901.743, 17.6469, 866.392, 16.7886, 896.868, 17.5737
6424, 900.00000, 921.931, 17.5079, 890.766, 16.837, 933.499, 17.4519
6424, 1800.00000, 933.892, 17.3555, 887.526, 16.6809, 946.785, 17.3182
6424, 2700.00000, 943.274, 17.4964, 895.081, 16.8968, 942.033, 17.604
6425, 0.00000, 969.112, 17.8243, 904.873, 17.2149, 964.464, 17.8577
6425, 900.00000, 979.738, 18.0336, 929.073, 17.5143, 988.028, 18.1362
6425, 1800.00000, 916.505, 17.8115, 895.402, 17.4342, 927.086, 18.0575
6425, 2700.00000, 875.744, 17.7964, 861.843, 17.3484, 894.795, 18.2489
6426, 0.00000, 863.268, 17.772, 843.604, 17.3136, 873.969, 18.1652
6426, 900.00000, 854.066, 16.9198, 839.439, 16.4818, 864.704, 17.2007
6426, 1800.00000, 862.233, 16.9495, 844.447, 16.536, 875.057, 17.3053
6426, 2700.00000, 879.942, 16.7939, 854.406, 16.391, 898.177, 17.2497
6427, 0.00000, 895.857, 16.6352, 868.617, 16.1263, 924.115, 17.1477
6427, 900.00000, 855.151, 15.6852, 853.853, 15.3136, 883.049, 16.351
6427, 1800.00000, 805.378, 15.458, 805.088, 15.0492, 853.004, 15.9635
6427, 2700.00000, 807.182, 15.8834, 803.861, 15.4438, 859.023, 16.1097
6428, 0.00000, 790.411, 16.0366, 774.459, 15.3088, 859.179, 16.2777
6428, 900.00000, 766.057, 15.8357, 735.794, 15.2165, 821.657, 16.1886
6428, 1800.00000, 759.721, 15.8021, 721.149, 15.1951, 797.238, 16.2098
6428, 2700.00000, 695.36, 15.2192, 676.122, 14.7386, 729.639, 15.7797
6429, 0.00000, 658.379, 14.6627, 641.747, 14.0468, 678.232, 15.3387
6429, 900.00000, 595.782, 15.0733, 573.787, 14.5854, 606.783, 15.6599
6429, 1800.00000, 582.467, 15.2676, 551.71, 14.8067, 588.365, 15.8637
6429, 2700.00000, 554.833, 15.3139, 521.944, 14.7649, 579.027, 15.864
6430, 0.00000, 546.677, 15.9915, 519.386, 15.1633, 596.604, 16.4214
6430, 900.00000, 494.523, 16.3809, 480.823, 15.8039, 530.786, 17.0361
6430, 1800.00000, 470.062, 16.1718, 451.835, 15.533, 493.041, 16.9489
6430, 2700.00000, 470.549, 15.976, 441.159, 14.9951, 484.447, 16.598
6431, 0.00000, 464.206, 15.7836, 435.383, 15.0639, 474.71, 16.3673
6431, 900.00000, 453.588, 16.1181, 418.625, 15.2307, 459.754, 16.6372
6431, 1800.00000, 456.055, 15.7369, 421.773, 14.9867, 463.914, 16.4786
6431, 2700.00000, 439.923, 15.6306, 402.773, 14.8239, 434.261, 16.3017
6432, 0.00000, 421.759, 15.3854, 383.57, 14.5266, 417.774, 16.1742
6432, 900.00000, 389.564, 14.9846, 358.359, 14.2688, 379.447, 15.8622
6432, 1800.00000, 385.189, 14.6833, 351.148, 13.9285, 376.472, 15.4876
6432, 2700.00000, 341.628, 14.3673, 313.7, 13.4835, 336.699, 15.2593
6433, 0.00000, 346.523, 14.5717, 325.942, 13.6575, 343.314, 15.3361
6433, 900.00000, 353.142, 14.519, 335.619, 13.6622, 349.142, 15.2184
6433, 1800.00000, 329.934, 14.4251, 310.19, 13.4598, 322.5, 15.0884
6433, 2700.00000, 344.821, 14.526, 326.836, 13.7228, 338.698, 15.1803
6434, 0.00000, 359.9, 14.5989, 337.39, 13.7193, 352.872, 15.151
6434, 900.00000, 325.272, 13.9181, 302.243, 12.8399, 317.406, 14.5734
6434, 1800.00000, 340.811, 13.9247, 321.151, 12.9969, 332.631, 14.5315
6434, 2700.00000, 363.431, 14.1008, 344.418, 13.2201, 357.536, 14.7418
6435, 0.00000, 357.419, 14.3307, 337.736, 13.3758, 353.485, 15.1184
6435, 900.00000, 388.928, 14.5277, 369.63, 13.6146, 385.095, 15.2673
6435, 1800.00000, 400.691, 14.0197, 389.913, 13.34, 403.971, 14.8812
6435, 2700.00000, 395.059, 13.8643, 385.385, 13.1072, 394.979, 14.7103
6436, 0.00000, 434.538, 14.1122, 420.351, 13.1716, 430.764, 14.7565
6436, 900.00000, 480.032, 14.3019, 477.234, 13.6135, 480.59, 14.9605
6436, 1800.00000, 484.719, 14.4422, 481.524, 13.6568, 484.467, 15.0129
6436, 2700.00000, 533.409, 14.4115, 518.916, 13.5066, 526.973, 14.9594
6437, 0.00000, 585.898, 14.85, 570.737, 13.9981, 590.06, 15.6098
6437, 900.00000, 591.845, 14.4941, 574.831, 13.6238, 592.953, 15.245
6437, 1800.00000, 629.283, 14.3679, 615.746, 13.4271, 648.63, 14.742
6437, 2700.00000, 666.556, 14.5708, 651.507, 13.6949, 690.224, 14.8114
6438, 0.00000, 661.962, 14.8875, 646.668, 13.8834, 671.325, 14.9764
6438, 900.00000, 709.67, 15.5983, 689.01, 14.7058, 710.507, 15.8956
6438, 1800.00000, 716.484, 15.4831, 693.187, 14.6507, 703.836, 15.7123
6438, 2700.00000, 673.259, 15.4535, 652.864, 14.3822, 659.927, 15.5692
6439, 0.00000, 694.864, 15.9624, 660.837, 14.6784, 677.099, 15.9672
6439, 900.00000, 699.376, 15.9086, 662.015, 15.1945, 682.473, 16.0901
6439, 1800.00000, 662.481, 15.5637, 625.695, 14.7504, 644.057, 15.458
6439, 2700.00000, 696.477, 15.9779, 669.623, 15.187, 676.574, 15.8842
6440, 0.00000, 708.078, 16.1307, 671.263, 15.2382, 678.18, 16.2868
6440, 900.00000, 681.124, 16.1978, 652.113, 15.4572, 647.784, 16.3122
6440, 1800.00000, 719.142, 16.1993, 679.3, 15.4674, 681.677, 16.1879
6440, 2700.00000, 742.831, 16.3027, 702.472, 15.4958, 706.176, 16.2823
6441, 0.00000, 754.87, 16.3582, 730.823, 15.783, 715.13, 16.405
6441, 900.00000, 779.133, 16.6085, 759.87, 15.9462, 744.189, 16.5804
6441, 1800.00000, 789.228, 16.8902, 769.283, 16.091, 762.269, 16.9678
6441, 2700.00000, 818.071, 16.8786, 788.697, 16.2393, 785.753, 17.0138
6442, 0.00000, 846.815, 17.0101, 810.271, 16.3315, 826.226, 17.3461
6442, 900.00000, 862.599, 17.0923, 835.299, 16.4437, 840.737, 17.4811
6442, 1800.00000, 879.611, 17.1249, 865.602, 16.6685, 863.431, 17.479
6442, 2700.00000, 878.229, 16.9884, 850.398, 16.4763, 857.42, 17.2775
6443, 0.00000, 877.656, 16.8482, 841.791, 16.2301, 851.389, 16.9869
6443, 900.00000, 896.228, 17.0102, 865.88, 16.441, 869.273, 17.1608
6443, 1800.00000, 899.397, 16.9744, 879.297, 16.367, 888.515, 17.0388
6443, 2700.00000, 909.943, 17.1009, 887.611, 16.5514, 907.787, 17.1884
6444, 0.00000, 922.64, 17.3883, 881.166, 16.945, 897.19, 17.4214
6444, 900.00000, 916.804, 17.2882, 851.048, 16.6515, 885.699, 17.2605
6444, 1800.00000, 900.628, 16.9766, 842.113, 16.4703, 874.234, 17.0676
6444, 2700.00000, 876.501, 16.8902, 840.438, 16.5341, 862.962, 17.019
6445, 0.00000, 881.066, 17.43, 847.383, 16.7779, 857.185, 17.3468
6445, 900.00000, 888.251, 16.8265, 852.748, 16.4243, 861.346, 17.1334
6445, 1800.00000, 948.379, 17.2762, 908.47, 16.8733, 922.1, 17.4712
6445, 2700.00000, 939.87, 17.1013, 914.795, 16.6891, 930.41, 17.5408
6446, 0.00000, 944.293, 17.386, 925.84, 16.9001, 946.531, 17.8564
6446, 900.00000, 957.72, 17.1317, 949.259, 16.6966, 960.526, 17.4461
6446, 1800.00000, 962.53, 17.0229, 952.847, 16.533, 968.872, 17.2809
6446, 2700.00000, 987.079, 17.1632, 967.822, 16.7543, 975.449, 17.471
6447, 0.00000, 1019.42, 17.524, 993.267, 17.0918, 997.688, 17.7284
6447, 900.00000, 1012.86, 17.5197, 994.314, 17.304, 994.864, 17.7435
6447, 1800.00000, 1019.64, 17.5389, 987.165, 17.2776, 1005.09, 17.7546
6447, 2700.00000, 1001.28, 17.9223, 956.587, 17.3401, 983.126, 18.0396
6448, 0.00000, 950.29, 17.6755, 917.247, 17.0824, 947.957, 17.9359
6448, 900.00000, 956.993, 17.631, 913.353, 16.9269, 954.467, 17.7784
6448, 1800.00000, 948.891, 17.4424, 901.687, 16.755, 934.954, 17.6999
6448, 2700.00000, 952.148, 17.4151, 893.803, 16.7627, 948.083, 17.6263
6449, 0.00000, 949.325, 17.5373, 889.476, 16.7618, 963.073, 17.6576
6449, 900.00000, 936.195, 17.515, 874.545, 16.8028, 958.809, 17.627
6449, 1800.00000, 875.318, 17.6541, 826.271, 17.0427, 892.671, 17.9198
6449, 2700.00000, 834.241, 17.3744, 790.196, 16.7181, 858.763, 17.7719
6450, 0.00000, 816.689, 17.4089, 767.838, 16.6488, 830.478, 17.6784
6450, 900.00000, 817.368, 16.7338, 775.556, 16.0669, 842.428, 17.1332
6450, 1800.00000, 817.859, 16.7461, 776.818, 15.9568, 858.396, 17.0024
6450, 2700.00000, 792.811, 16.5139, 764.954, 15.8313, 832.198, 16.8916
6451, 0.00000, 784.471, 16.4336, 760.493, 15.8551, 810.156, 16.8826
6451, 900.00000, 787.113, 15.7766, 766.972, 15.1047, 792.294, 16.1289
6451, 1800.00000, 762.336, 15.6674, 750.823, 15.0878, 779.983, 16.1974
6451, 2700.00000, 762.248, 15.8782, 768.615, 15.3978, 799.045, 16.48
6452, 0.00000, 729.194, 15.9635, 729.483, 15.4164, 777.715, 16.7267
6452, 900.00000, 707.092, 15.7191, 690.443, 14.9509, 757.953, 16.4736
6452, 1800.00000, 678.682, 15.2975, 676.492, 14.6116, 718.511, 15.7977
6452, 2700.00000, 630.196, 14.9977, 599.387, 14.0288, 655.363, 15.4208
6453, 0.00000, 604.147, 14.773, 575.105, 13.8584, 630.822, 15.0459
6453, 900.00000, 568.515, 15.1465, 547.608, 14.1202, 595.492, 15.386
6453, 1800.00000, 571.982, 15.439, 553.424, 14.6015, 613.032, 15.7989
6453, 2700.00000, 542.034, 15.4618, 511.494, 14.6313, 578.899, 15.8666
6454, 0.00000, 540.579, 15.4997, 504.639, 14.5492, 583.862, 16.0279
6454, 900.00000, 460.824, 15.2602, 440.965, 14.5564, 493.532, 16.0097
6454, 1800.00000, 424.288, 15.2359, 411.603, 14.4344, 449.685, 15.7721
6454, 2700.00000, 432.159, 15.338, 423.279, 14.7293, 454.936, 15.9271
6455, 0.00000, 404.326, 15.0125, 394.965, 14.5863, 425.185, 15.8394
6455, 900.00000, 385.751, 15.1953, 364.336, 14.2948, 397.278, 15.8484
6455, 1800.00000, 407.689, 15.349, 386.596, 14.4572, 422.261, 15.9689
6455, 2700.00000, 381.2, 15.0507, 362.003, 14.1784, 398.629, 15.8807
6456, 0.00000, 364.216, 14.9688, 349.995, 14.1244, 377.931, 15.6834
6456, 900.00000, 362.67, 15.2883, 338.826, 14.3173, 362.266, 15.9048
6456, 1800.00000, 360.076, 15.2434, 340.794, 14.5033, 360.43, 16.0102
6456, 2700.00000, 345.85, 14.9239, 330.037, 14.3113, 345.18, 15.7303
6457, 0.00000, 346.174, 14.8994, 322.032, 13.9511, 342.049, 15.5881
6457, 900.00000, 346.997, 14.9797, 322.811, 13.952, 341.937, 15.605
6457, 1800.00000, 353.109, 15.3243, 328.228, 14.3434, 347.368, 15.8898
6457, 2700.00000, 333.046, 14.4747, 315.007, 13.657, 332.959, 15.2868
6458, 0.00000, 342.124, 14.6381, 327.999, 14.0121, 341.954, 15.4492
6458, 900.00000, 332.974, 14.2863, 314.786, 13.4191, 331.154, 15.1071
6458, 1800.00000, 340.003, 14.2534, 327.885, 13.6155, 341.193, 15.1707
6458, 2700.00000, 345.593, 14.1118, 331.088, 13.3251, 345.807, 14.9775
6459, 0.00000, 354.774, 14.2917, 339.08, 13.0595, 357.796, 14.8772
6459, 900.00000, 371.91, 14.2121, 365.186, 13.3286, 382.49, 15.0433
6459, 1800.00000, 386.111, 13.9856, 378.979, 13.3594, 388.145, 14.8048
6459, 2700.00000, 401.122, 13.8384, 387.737, 13.1012, 401.792, 14.774
6460, 0.00000, 433.017, 13.9783, 417.195, 13.2767, 431.733, 14.9523
6460, 900.00000, 466.649, 14.0936, 450.33, 13.3731, 466.019, 15.0009
6460, 1800.00000, 483.522, 14.1093, 460.94, 13.2128, 474.217, 14.7644
6460, 2700.00000, 508.073, 13.9594, 486.813, 13.1063, 495.935, 14.5959
6461, 0.00000, 539.527, 14.1119, 524.287, 13.408, 530.994, 14.9328
6461, 900.00000, 560.76, 14.0915, 546.785, 13.3559, 561.491, 14.8521
6461, 1800.00000, 589.627, 14.3159, 580.231, 13.6157, 586.918, 14.9245
6461, 2700.00000, 603.512, 14.2706, 598.334, 13.5881, 602.073, 14.8171
6462, 0.00000, 631.043, 14.5802, 617.551, 13.9957, 627.698, 15.2557
6462, 900.00000, 666.274, 15.039, 641.659, 14.0557, 651.332, 15.2365
6462, 1800.00000, 662.117, 14.9523, 632.322, 13.873, 652.506, 15.2109
6462, 2700.00000, 650.929, 15.244, 627.996, 14.245, 643.961, 15.3174
6463, 0.00000, 643.282, 15.3185, 621.095, 14.3794, 627.228, 15.4821
6463, 900.00000, 647.971, 15.5438, 611.369, 14.7727, 612.431, 15.583
6463, 1800.00000, 664.643, 15.5334, 632.083, 15.1044, 631.386, 15.8478
6463, 2700.00000, 705.906, 15.7404, 651.874, 15.0936, 677.846, 16.095
6464, 0.00000, 712.47, 15.4816, 655.82, 14.925, 695.383, 16.0056
6464, 900.00000, 736.048, 15.5565, 674.349, 15.0286, 720.845, 15.8877
6464, 1800.00000, 745.562, 15.8971, 700.874, 15.2533, 738.416, 15.7366
6464, 2700.00000, 723.776, 15.7936, 689.372, 15.1551, 715.205, 15.717
6465, 0.00000, 717.765, 16.001, 680.375, 15.5891, 693.941, 16.3531
6465, 900.00000, 713.544, 16.2404, 676.214, 15.586, 685.492, 16.514
6465, 1800.00000, 696.38, 16.2627, 661.897, 15.5287, 658.935, 16.2405
6465, 2700.00000, 692.777, 16.2449, 662.693, 15.6279, 655.22, 16.2558
6466, 0.00000, 681.68, 16.0171, 650.376, 15.3641, 648.562, 16.0758
6466, 900.00000, 677.287, 15.8867, 638.723, 15.1479, 647.01, 16.1258
6466, 1800.00000, 670.529, 15.7608, 639.059, 15.1663, 645.301, 15.9919
6466, 2700.00000, 676.103, 15.7563, 642.584, 15.2199, 644.535, 15.9146
6467, 0.00000, 684.137, 15.8458, 649.431, 15.1966, 649.69, 15.947
6467, 900.00000, 698.087, 16.1684, 674.474, 15.5051, 682.172, 16.4732
6467, 1800.00000, 707.784, 16.1717, 688.799, 15.4817, 693.179, 16.3882
6467, 2700.00000, 716.914, 16.2741, 705.174, 15.7709, 706.035, 16.4134
6468, 0.00000, 737.563, 16.4301, 711.604, 15.836, 726.369, 16.7909
6468, 900.00000, 724.408, 16.1168, 691.155, 15.5042, 707.123, 16.5605
6468, 1800.00000, 726.525, 16.0087, 703.149, 15.6023, 703.563, 16.5083
6468, 2700.00000, 744.168, 16.071, 722.732, 15.4317, 736.164, 16.2738
6469, 0.00000, 747, 16.2092, 731.511, 15.4154, 754.958, 16.1932
6469, 900.00000, 731.157, 15.9618, 725.683, 15.2776, 747.029, 15.948
6469, 1800.00000, 739.513, 15.9784, 734.394, 15.1814, 776.584, 16.111
6469, 2700.00000, 767.143, 16.2362, 762.651, 15.6587, 797.228, 16.4471
6470, 0.00000, 793.4, 16.4952, 773.359, 15.796, 813.097, 16.5487
6470, 900.00000, 803.43, 16.1797, 782.079, 15.5366, 824.335, 16.1433
6470, 1800.00000, 810.162, 16.0777, 769.137, 15.3502, 827.336, 16.0241
6470, 2700.00000, 813.954, 16.2449, 768.781, 15.5644, 817.643, 16.213
6471, 0.00000, 813.154, 16.6177, 768.989, 15.9394, 793.778, 16.7863
6471, 900.00000, 830.644, 16.8432, 790.958, 16.248, 816.498, 17.0003
6471, 1800.00000, 834.075, 17.0133, 795.475, 16.2814, 813.818, 17.2782
6471, 2700.00000, 830.158, 16.6079, 803.976, 15.781, 811.139, 16.7972
6472, 0.00000, 804.377, 16.5251, 783.588, 15.6747, 783.691, 16.6932
6472, 900.00000, 826.046, 16.8535, 780.334, 16.0121, 799.079, 16.8899
6472, 1800.00000, 830.187, 17.1013, 798.527, 16.5571, 820.949, 17.2622
6472, 2700.00000, 810.607, 17.3467, 769.465, 16.6668, 813.264, 17.5671
6473, 0.00000, 823.186, 17.4369, 784.266, 16.6386, 841.442, 17.5427
6473, 900.00000, 810.842, 17.1911, 776.958, 16.3244, 833.467, 17.3541
6473, 1800.00000, 748.79, 16.8619, 727.61, 16.2878, 768.035, 17.4216
6473, 2700.00000, 727.028, 16.6454, 707.539, 15.8849, 736.238, 17.1143
6474, 0.00000, 706.686, 16.6103, 696.951, 15.9074, 707.161, 17.0087
6474, 900.00000, 716.938, 15.9881, 708.051, 15.3641, 724.991, 16.2438
6474, 1800.00000, 712.954, 15.8766, 707.915, 15.2262, 741.912, 16.3277
6474, 2700.00000, 715.412, 15.4767, 712.173, 15.1027, 741.111, 16.2083
6475, 0.00000, 736.681, 15.6429, 726.926, 15.1077, 744.947, 16.0886
6475, 900.00000, 726.302, 15.0383, 719.384, 14.4119, 759.293, 15.5464
6475, 1800.00000, 711.301, 14.7303, 693.467, 14.1402, 738.411, 15.3053
6475, 2700.00000, 726.082, 14.6772, 702.992, 13.976, 759.237, 15.0011
6476, 0.00000, 700.438, 14.7265, 667.736, 13.9659, 718.375, 14.8149
6476, 900.00000, 668.213, 14.423, 635.279, 13.4214, 689.903, 14.5649
6476, 1800.00000, 685.784, 14.7549, 663.256, 13.6813, 717.198, 14.9845
6476, 2700.00000, 628.613, 14.2382, 598.343, 13.1694, 646.901, 14.5669
6477, 0.00000, 580.389, 14.1783, 541.904, 13.385, 586.818, 14.4242
6477, 900.00000, 550.74, 15.0256, 516.161, 14.4166, 566.364, 15.4961
6477, 1800.00000, 519.439, 15.3175, 477.821, 14.5408, 537.072, 15.8316
6477, 2700.00000, 483.697, 15.7955, 447.383, 15.1393, 499.947, 16.61
6478, 0.00000, 466.684, 15.3587, 430.951, 14.6653, 475.155, 16.3028
6478, 900.00000, 411.856, 15.3126, 390.407, 14.8182, 426.716, 16.4977
6478, 1800.00000, 384.796, 15.208, 372.531, 14.7579, 407.51, 16.4856
6478, 2700.00000, 393.089, 15.5746, 375.217, 14.7064, 413.393, 16.3924
6479, 0.00000, 365.199, 15.0685, 352.626, 14.2797, 387.904, 15.9871
6479, 900.00000, 365.918, 15.7985, 345.308, 14.7402, 374.526, 16.2677
6479, 1800.00000, 374.713, 15.4945, 355.793, 14.4233, 391.208, 16.2883
6479, 2700.00000, 357.024, 14.9959, 349.6, 14.2461, 376.545, 15.9297
6480, 0.00000, 342.416, 14.1203, 335.053, 13.3363, 361.227, 15.1076
6480, 900.00000, 365.278, 14.7618, 345.562, 13.7255, 363.555, 15.2825
6480, 1800.00000, 359.193, 14.7, 344.419, 13.7373, 357.258, 15.2606
6480, 2700.00000, 341.458, 14.3781, 324.3, 13.2675, 335.583, 14.8612
6481, 0.00000, 336.75, 14.0679, 321.023, 12.9913, 332.25, 14.6148
6481, 900.00000, 338.607, 14.0885, 321.643, 12.8851, 337, 14.7257
6481, 1800.00000, 326.994, 13.9074, 317.54, 13.0469, 324.638, 14.5606
6481, 2700.00000, 326.047, 13.918, 312.26, 12.9794, 324.466, 14.6582
6482, 0.00000, 330.592, 14.2863, 306.09, 13.1868, 326.08, 14.9927
6482, 900.00000, 317.738, 13.7882, 295.838, 12.7004, 309.812, 14.4227
6482, 1800.00000, 322.741, 13.57, 305.052, 12.646, 317.789, 14.3302
6482, 2700.00000, 338.487, 13.6329, 320.133, 12.7329, 333.728, 14.3768
6483, 0.00000, 349.195, 13.6427, 327.308, 12.7824, 343.11, 14.3883
6483, 900.00000, 380.433, 14.0761, 361.311, 13.2553, 376.018, 14.7892
6483, 1800.00000, 405.125, 14.4704, 390.813, 13.5688, 401.952, 15.1632
6483, 2700.00000, 405.11, 14.1944, 390.837, 13.0723, 401.774, 14.9439
6484, 0.00000, 422.084, 14.012, 409.73, 12.9087, 415.564, 14.6618
6484, 900.00000, 456.514, 14.0746, 442.38, 13.0113, 445.237, 14.6106
6484, 1800.00000, 475.661, 14.1396, 463.961, 12.9856, 464.164, 14.6998
6484, 2700.00000, 508.816, 14.0388, 498.978, 12.888, 503.712, 14.5985
6485, 0.00000, 541.268, 14.4245, 534.676, 13.5315, 543.827, 15.3419
6485, 900.00000, 569.008, 14.301, 551.576, 13.3919, 566.911, 14.9591
6485, 1800.00000, 606.487, 14.5389, 575.154, 13.3863, 591.671, 14.932
6485, 2700.00000, 639.555, 14.649, 624.421, 13.642, 626.868, 15.0449
6486, 0.00000, 656.076, 14.7088, 647.384, 13.6112, 649.992, 14.8212
6486, 900.00000, 667.942, 14.6297, 669.818, 13.6615, 676.126, 14.7457
6486, 1800.00000, 674.344, 14.7412, 656.43, 13.7813, 681.394, 14.8324
6486, 2700.00000, 679.315, 15.1114, 640.11, 13.8983, 673.947, 15.3287
6487, 0.00000, 676.378, 14.9136, 658.831, 13.7937, 681.442, 14.9192
6487, 900.00000, 662.328, 14.7043, 656.506, 13.6756, 668.397, 14.8132
6487, 1800.00000, 688.49, 15.4954, 666.112, 14.3604, 708.147, 15.4442
6487, 2700.00000, 676.407, 15.461, 654.68, 14.3691, 688.685, 15.3849
6488, 0.00000, 658.639, 15.6757, 631.091, 14.778, 667.776, 15.8551
6488, 900.00000, 645.775, 16.0376, 628.366, 15.1879, 651.067, 16.0947
6488, 1800.00000, 646.751, 16.0764, 617.526, 15.321, 621.585, 16.2432
6488, 2700.00000, 666.448, 15.9633, 631.506, 15.2338, 635.32, 16.2434
6489, 0.00000, 682.714, 15.9228, 652.603, 15.352, 647.725, 16.277
6489, 900.00000, 723.005, 16.4186, 685.034, 15.7077, 677.191, 16.5565
6489, 1800.00000, 790.413, 16.4447, 714.579, 16.1895, 697.287, 16.837
6489, 2700.00000, 774.036, 16.2159, 709.754, 15.9789, 695.934, 16.8273
6490, 0.00000, 770.704, 15.9444, 704.882, 15.7604, 695.314, 16.4167
6490, 900.00000, 808.999, 16.2039, 716.874, 15.8054, 719.688, 16.386
6490, 1800.00000, 736.419, 16.1658, 715.033, 15.5747, 704.109, 16.3799
6490, 2700.00000, 751.723, 16.3513, 738.477, 15.9405, 711.19, 16.6206
6491, 0.00000, 773.307, 16.239, 747.358, 15.6988, 752.753, 16.2299
6491, 900.00000, 770.297, 16.4425, 748.386, 15.8047, 766.196, 16.4063
6491, 1800.00000, 791.484, 16.6134, 779.657, 15.955, 795.851, 16.5858
6491, 2700.00000, 797.692, 16.7378, 780.454, 15.9803, 801.101, 16.7013
6492, 0.00000, 791.385, 16.5891, 780.326, 15.9158, 774.839, 16.5872
6492, 900.00000, 790.336, 16.7269, 777.85, 16.0332, 773.254, 16.8586
6492, 1800.00000, 807.19, 16.7248, 800.116, 16.0123, 796.484, 16.6033
6492, 2700.00000, 820.676, 16.7338, 803.267, 16.0323, 804.868, 16.6219
